Commune;Code département;DMAJ;INSEE;Région;Département;Commune 1;Appellation courante;Adresse 1;Siècle;Date de protection;Précision protection;Auteur;Statut;Description;Historique;Affectataire;Adresse;Précision Localisation;Référence;Contact;Longitude;Latitude;coordonnees
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Villa Faist;24 rue Twinger;1er quart 20e siècle;2005/09/28 : inscrit MH;L’église paroissiale Saint-Vincent-de-Paul-Les Réformés à Marseille est inscrite en totalité avec son perron et l’ensemble de son mobilier immeuble par nature (maître-autel, ensemble des autels des chapelles du choeur, fonts baptismaux, tombeau de l’abbé Vidal), à l’exclusion des sacristies et salles paroissiales ajoutées à son chevet : inscription par arrêté du 2 mars 2015;;;;Villa à décor Art Nouveau, achevée en 1903. Les façades principales, aux pignons curvilignes, sont enduites, le grès reste apparent pour les encadrements et les éléments décoratifs. A l'origine, l'édifice était couvert d'ardoise. Tourelle octogonale à l'angle formé par les deux frontons. A l'intérieur, éléments décoratifs de style Art Nouveau (boiseries, plafonds moulurés, plafond peint).;;Twinger (rue) 24;Anciennement région de : Alsace;PA67000066;mediatheque.patrimoine@culture.gouv.fr;7.76985214289188;48.5889855168295;48.5889855168295,7.76985214289188
Reutenbourg;67;2022-07-20;67395;Grand Est;Bas-Rhin;Reutenbourg;Eglise catholique Saint-Cyriaque;place de l'Eglise;12e siècle;1935/04/25 : inscrit MH;Les façades et toitures de l'ensemble de l'unité de production, le mur de clôture sur la route de Tournai et les deux pavillons d'entrée (cad. AC 1) : inscription par arrêté du 18 juillet 2001;;;;;;Eglise (place de l');Anciennement région de : Alsace;PA00084901;mediatheque.patrimoine@culture.gouv.fr;7.40664531888585;48.6855783817505;48.6855783817505,7.40664531888585
Diemeringen;67;2022-07-20;67095;Grand Est;Bas-Rhin;Diemeringen;Eglise protestante;;3e quart 18e siècle;1985/12/30 : inscrit MH;Voir commune de : Neuve-Lyre (La);"Stengel Friedrich-Joachim (architecte);;Koenig (maître de l'oeuvre)";;;;;;Anciennement région de : Alsace;PA00084694;mediatheque.patrimoine@culture.gouv.fr;7.18695342506795;48.9403025646555;48.9403025646555,7.18695342506795
Boersch;67;2022-07-20;67052;Grand Est;Bas-Rhin;Boersch;Chapelle avec Mont des Oliviers;rue de l'Eglise;1er quart 17e siècle;1930/01/06 : inscrit MH;La maison en totalité, avec la dépendance et le sol (cad. AE 571) : inscription par arrêté du 26 janvier 2012;;;;;;Eglise (rue de l');Anciennement région de : Alsace;PA00084628;mediatheque.patrimoine@culture.gouv.fr;7.44031931508875;48.4780373546455;48.4780373546455,7.44031931508875
Huttenheim;67;2022-07-20;67216;Grand Est;Bas-Rhin;Huttenheim;Croix datée de 1739;7 rue de la Forêt;2e quart 18e siècle;1934/04/21 : inscrit MH;"Les vestiges de l'amphithéâtre situés rue Saint-Jacques, rue du Moulin-à-Huile, place du Cirque, rue du Cirque et impasse des Anciennes-Arènes (cad. non cadastré, domaine public ; LX 152 à 154, 256 à 268, 272 à 274, 287 à 293, 295 à 298, 320 à 335, 927, 996 à 1002, 1005, 1006, 1017, 1018, 1020, 1022, 1024, 1026, 1029, 1030, 1034) : inscription par arrêté du 16 mai 2013";;;;;;Forêt (rue de la) 7;Anciennement région de : Alsace;PA00084753;mediatheque.patrimoine@culture.gouv.fr;7.58024078077521;48.3546036289947;48.3546036289947,7.58024078077521
Wangen;67;2022-07-20;67517;Grand Est;Bas-Rhin;Wangen;Anciennes fortifications;;"13e siècle;14e siècle;15e siècle";"1931/06/29 : inscrit MH ; 1992/10/05 : inscrit MH";L'hôtel en totalité (cad. HA 24) : classement par arrêté du 19 avril 2005;;;;Mur d'enceinte urbain : 13e siècle, 15e siècle. Porte dite Niederthorturm : 14e siècle, 15e siècle.;;;Anciennement région de : Alsace;PA00085210;mediatheque.patrimoine@culture.gouv.fr;;;
Lauterbourg;67;2022-07-20;67261;Grand Est;Bas-Rhin;Lauterbourg;Tour des Bouchers;rue de la Gare;;1993/11/18 : inscrit MH;"Façades et toitures ; pièce au rez-de-chaussée avec son plafond décoré d'évantails alternés ; le vestibule d'entrée et la cage d'escalier ; le salon et le jardin d'hiver avec leur décor (cad. AW 19) : inscription par arrêté du 21 avril 1986";;;;;;Gare (rue de la);Anciennement région de : Alsace;PA00125217;mediatheque.patrimoine@culture.gouv.fr;8.17702647800982;48.9742676551637;48.9742676551637,8.17702647800982
Boersch;67;2022-07-20;67052;Grand Est;Bas-Rhin;Boersch;Domaine de la Leonardsau;;19e siècle;;"Les façades et toitures ainsi que l’escalier à vis de la maison, située 4 rue de la Tour de l’Horloge, sur la parcelle n° 65, figurant au cadastre section 1, le tout conformément au plan annexé à l’arrêté : inscription par arrêté du 5 octobre 2021 ; Les façades et toitures ainsi que l'escalier intérieur à vis de la maison dite ""maison Berweiller"", située 4 rue de la Tour-de-l'Horloge, sur la parcelle n° 65, figurant au cadastre section 1 : classement par décret du 4 février 2022";;;;;;;Oeuvre sur plusieurs communes : Obernai. Anciennement région de : Alsace;PA00085289;mediatheque.patrimoine@culture.gouv.fr;;;
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Immeuble dit ancienne Pfälzerhaus;6 rue Pierre-Bucher;1er quart 20e siècle;2008/02/21 : inscrit MH;En totalité, l’église Notre-Dame de Pestillac, figurant au cadastre section C n° 325, tel que délimité sur le plan annexé à l’arrêté : inscription par arrêté du 23 juin 2020;"Kuder Richard (architecte);;Müller Joseph (architecte)";;;Au début du 20e siècle, la société étudiante de la noblesse Palatine, commande un immeuble destiné à abriter ses membres étudiants à Strasbourg. Les architectes choisis sont Kuder & Muller. Le chantier s'étend de 1899 à 1902. Le foyer comporte deux façades, l'une sur rue, l'autre sur l'eau, et est censé abriter entre trente et quarante étudiants. L'inachèvement de la réalisation du second oeuvre laisse penser que les moyens ont manqué. Les architectes y ont employé un langage architectural conforme à l'historicisme de mise pour les commandes bourgeoises à Strasbourg, au tournant du 20e siècle. Les inflexions Jugendstil sont présentes que dans certains détails marginaux et la modénature, dans les menuiseries et le dessin de certaines baies, inspiré de l'avant-garde architecturale européenne.;;Pierre-Bucher (rue) 6;Anciennement région de : Alsace;PA67000078;mediatheque.patrimoine@culture.gouv.fr;7.75556799377492;48.5849930735509;48.5849930735509,7.75556799377492
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Villa dite Stempel;4 rue Erckmann-Chatrian;1er quart 20e siècle;2008/04/09 : inscrit MH;En totalité, le corps principal du XVIIe siècle et l’aile en retour du XVIe siècle sur la rue Caminade avec l’escalier rampe-sur-rampe ainsi que la cour et son puits, les façades et toitures de l’aile XIXe siècle et de la dépendance ornée d’une statue de femme, situés 24 Grand-rue Nazareth, 6 rue Caminade et rue Sesquières, figurant au cadastre section 815 AB parcelles 88, 89, 92, tel que délimité en rouge sur le plan annexé à l’arrêté : inscription par arrêté du 30 juin 2020;"Lütke Frantz (architecte);;Backes Heinrich (architecte)";;;Villa commandée en 1902. Les travaux sont achevés en 1903. Il s'agit d'un hôtel particulier construit par Lûtcke & Backes. Les dégâts occasionnés par le bombardement du 25 mai 1944, ont largement altéré les élévations de la façade antérieure, mais n'ont pas affecté le caractère du lanternon Jugendstil qui détermine le plan centré. L'intérêt majeur de la villa réside dans le second uvre et le décor de ses parties intérieures qui juxtaposent un vestibule Jugendstil à un salon néo-baroque à décor plafonnant peint sur un thème wagnérien, aux côtés d'un hall à décor sinisant et orientalisant.;;Erckmann-Chatrian (rue) 4;Anciennement région de : Alsace;PA67000079;mediatheque.patrimoine@culture.gouv.fr;7.76495803256317;48.588845494318;48.588845494318,7.76495803256317
Lampertheim;67;2022-07-20;67256;Grand Est;Bas-Rhin;Lampertheim;Ferme;18 rue de Mundolsheim;"17e siècle;18e siècle;19e siècle";2001/10/29 : inscrit MH;Voir la notice PA00084991;;;;Ferme de 1683 (date sur la maison en pan de bois) , agrandie en 1763, 1773 (date sur les dépendances sud) puis 1842 (grange).;;Mundolsheim (rue de) 18;Anciennement région de : Alsace;PA67000048;mediatheque.patrimoine@culture.gouv.fr;7.70107574077597;48.6489354285045;48.6489354285045,7.70107574077597
Lupstein;67;2022-07-20;67275;Grand Est;Bas-Rhin;Lupstein;Ossuaire;rue Principale;1er quart 16e siècle;1993/01/14 : inscrit MH;Château, y compris les pièces suivantes avec leur décor : escalier avec sa galerie d'accès et sa cage, cuisine, salle à manger, vestibule lambrissé et salon du rez-de-chaussée de l'aile 17s, grand salon et chambre à plafond lambrissé du premier étage, deux chambres du deuxième étage (cad. AI 92) : inscription par arrêté du 7 octobre 1991;Swen Matheus (maître de l'oeuvre);;;;;Principale (rue);Anciennement région de : Alsace;PA00125218;mediatheque.patrimoine@culture.gouv.fr;;;
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Immeuble;27 rue de la Nuée-Bleue;18e siècle;1988/05/09 : inscrit MH;Pont d'Iéna, entre le 7ème et le 8ème arrondissement : inscription par arrêté du 12 juin 1975;;;;;;Nuée-Bleue (rue de la) 27;Anciennement région de : Alsace;PA00085149;mediatheque.patrimoine@culture.gouv.fr;7.74837351442583;48.5848234586485;48.5848234586485,7.74837351442583
Westhoffen;67;2022-07-20;67525;Grand Est;Bas-Rhin;Westhoffen;Fontaine près de la mairie;rue Staedel;17e siècle;1931/04/29 : inscrit MH;"Façades et toitures des bâtiments anciens (oeuvres de Questel) (cad. 14 : 02 AU 1 ; 14 : 02 AV 1) : inscription par arrêté du 26 novembre 1979";;;;;;Staedel (rue);Anciennement région de : Alsace;PA00085224;mediatheque.patrimoine@culture.gouv.fr;7.44319542660809;48.6043894573387;48.6043894573387,7.44319542660809
Châtenois;67;2022-07-20;67073;Grand Est;Bas-Rhin;Châtenois;Hôtel de ville;"2 rue Clémenceau ; 81 rue du Maréchal-Foch";"4e quart 15e siècle;2e moitié 16e siècle";1989/03/20 : inscrit MH;"La porte d'Occident : inscription par arrêté du 28 février 1927 ; La porte d'Orient : inscription par arrêté du 28 février 1927 ; La tour carrée avec son mur de courtine : inscription par arrêté du 11 mars 1933";;;;;;"Clémenceau (rue) 2 ; Maréchal-Foch (rue du) 81";Anciennement région de : Alsace;PA00085268;mediatheque.patrimoine@culture.gouv.fr;7.39948662857553;48.2715756087091;48.2715756087091,7.39948662857553
Sarre-Union;67;2022-07-20;67434;Grand Est;Bas-Rhin;Sarre-Union;Maison;27 rue de Verdun;1er quart 18e siècle;2011/10/10 : inscrit MH;Le dolmen : classement par liste de 1862 - Le terrain de 7a 38 ca entourant le dolmen : classement par arrêté du 23 mars 1943;;;;Cette maison fut construite en 1714 pour Jean-Henri Karcher et son épouse. Le mouton représenté sur le linteau, emblème des Karcher, se retrouve sur plusieurs demeures à Sarre-Union. A l'arrière du logis, une dépendance, certainement une bergerie, présente un décor de porte et de linteaux de fenêtre sculptés de la même période et sur le même thème, dans un état, cependant, plus dégradé.;;"Verdun (rue de) 27 ; Gendarmerie (rue de la)";Anciennement région de : Alsace;PA00084942;mediatheque.patrimoine@culture.gouv.fr;7.0777141464112;48.9380290427337;48.9380290427337,7.0777141464112
Diemeringen;67;2022-07-20;67095;Grand Est;Bas-Rhin;Diemeringen;Ancienne école juive;rue du Vin;3e quart 19e siècle;1999/12/06 : inscrit MH;Maison, y compris l'escalier en vis, la cuisine avec sa cheminée, la grande salle du premier étage avec sa cheminée et son plafond à solives, les trois chambres à alcôve du deuxième étage, ainsi que l'écurie sur cour (cad. G 677, 678) : inscription par arrêté du 28 octobre 1993;;;;La rue du Vin est l'ancienne rue des Juifs. La communauté juive était importante dès le 18e siècle. Elle s'accroît progressivement au siècle suivant. Quand l'actuelle synagogue est érigée, en 1867, une nouvelle école juive était déjà construite. Le nombre important d'enfants juifs avait en effet nécessité la construction d'une école israélite (Schule). Les travaux avaient débuté en 1853, mais l'école ne fut terminée qu'en 1862, faute de ressources suffisantes. En 1906, la synagogue brûla, obligeant la communauté à vendre l'école juive afin de pouvoir disposer de fonds pour la restauration du lieu de culte. Néanmoins, la commune loua l'école à la communauté, pour le franc symbolique, moyennant son entretien. Il s'agit d'un modeste bâtiment incluant le logement de l'instituteur et un mikvé (bains rituels) dont le sol et l'escalier sont soigneusement parementés de grandes dalles de grès.;;Vin (rue du);Anciennement région de : Alsace;PA67000031;mediatheque.patrimoine@culture.gouv.fr;7.18751565836523;48.941147193153;48.941147193153,7.18751565836523
Kolbsheim;67;2022-07-20;67247;Grand Est;Bas-Rhin;Kolbsheim;Puits;place de la Mairie;"1er quart 17e siècle;3e quart 18e siècle";1935/04/25 : inscrit MH;Maison Reux ainsi que son jardin (cad. AO 48, 49) : inscription par arrêté du 24 mai 1988;;;;;;Mairie (place de la);Anciennement région de : Alsace;PA00084763;mediatheque.patrimoine@culture.gouv.fr;7.58720870796876;48.5602455273225;48.5602455273225,7.58720870796876
Lochwiller;67;2022-07-20;67272;Grand Est;Bas-Rhin;Lochwiller;Banc-reposoir napoléonien;"C.D. 68 ; C.D. 668";3e quart 19e siècle;1988/05/09 : inscrit MH;"Façades et toitures ; galeries du cloître ; mur subsistant de la chapelle fermant la cour du cloître (cad. AL 158) : inscription par arrêté du 9 mars 1979 - Sol de la parcelle AL 158 ; façades et toitures de tous les éléments bâtis du lycée de 1887, à l'exclusion du logement de fonction construit en 1987 (cad. AL 184, 185, 186) : inscription par arrêté du 2 mars 2000 - Portail de l'ancien couvent des Cordeliers, 42, rue Saint-Michel (cad. AL 31) ; sol des parcelles AL 30 et AL 31 : inscription par arrêté du 2 mars 2000";;;;Ce banc a été commandité par le préfet.;;"C.D. 68 ; C.D. 668";Anciennement région de : Alsace;PA00084777;mediatheque.patrimoine@culture.gouv.fr;7.39627450992149;48.6935861564888;48.6935861564888,7.39627450992149
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Immeuble;1 quai des Moulins;;1928/02/27 : classé MH;Eglise (cad. AC 83) : inscription par arrêté du 25 octobre 1954;;;;;;Moulins (quai des) 1;Anciennement région de : Alsace;PA00085147;mediatheque.patrimoine@culture.gouv.fr;7.74165474412633;48.5811358674973;48.5811358674973,7.74165474412633
Strasbourg;67;2021-02-02;67482;Grand Est;Bas-Rhin;Strasbourg;Ponts couverts;";";"13e siècle;14e siècle;16e siècle";1928/07/06 : classé MH;Eglise de Noël-Saint-Martin (ancienne) : classement par arrêté du 1er avril 1895;;;;;;;Anciennement région de : Alsace;PA00085192;mediatheque.patrimoine@culture.gouv.fr;7.7390546311878;48.5802853420402;48.5802853420402,7.7390546311878
Sarrewerden;67;2022-02-21;67435;Grand Est;Bas-Rhin;Sarrewerden;Eglise collégiale Saint-Blaise;rue des Comtes-de-Nassau;1ère moitié 16e siècle;"1900/07/03 : classé MH ; 1934/01/21 : inscrit MH";Façade et toiture (cad. B1 463) : classement par décret du 12 juillet 1923;;;;;;Comtes-de-Nassau (rue des);Anciennement région de : Alsace;PA00084945;mediatheque.patrimoine@culture.gouv.fr;7.08248661733502;48.9229378989477;48.9229378989477,7.08248661733502
Fort-Louis;67;2022-02-21;67142;Grand Est;Bas-Rhin;Fort-Louis;Eglise catholique Saint-Louis;;17e siècle;1927/10/10 : classé MH;Eglise Notre-Dame-de-Froide-rue (ancienne) ou Saint-Sauveur : classement par liste de 1889;"Vauban Sébastien Le Prestre de;marquis (ingénieur militaire)";;;;;;Anciennement région de : Alsace;PA00084712;mediatheque.patrimoine@culture.gouv.fr;;;
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Ancien Hôtel Klinglin dit Petit Broglie, actuellement Hôtel du préfet;19 rue Brûlée;1ère moitié 18e siècle;1970/05/15 : classé MH;Eglise : classement par arrêté du 8 juillet 1910;"Pflug Johann-Peter (architecte);;Le Chevalier (maître de l'oeuvre);;Massol (architecte);;Werner (maître de l'oeuvre)";;;Cet hôtel a subi des dommages de guerre.;;Brûlée (rue) 19;Anciennement région de : Alsace;PA00085063;mediatheque.patrimoine@culture.gouv.fr;7.75353730826049;48.5854117801571;48.5854117801571,7.75353730826049
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Ancien Hôtel de Gayling d'Altheim;20 rue des Veaux;18e siècle;1937/09/14 : inscrit MH;Calvaire (cad. BE 283) : classement par arrêté du 31 janvier 1881;;;;Cet hôtel a subi des dommages de guerre.;;Veaux (rue des) 20;Anciennement région de : Alsace;PA00085060;mediatheque.patrimoine@culture.gouv.fr;7.75522732356083;48.582417558734;48.582417558734,7.75522732356083
Reinhardsmunster;67;2022-03-28;67391;Grand Est;Bas-Rhin;Reinhardsmunster;Ruines du château Ochsenstein;;"12e siècle;14e siècle;16e siècle";1898/12/06 : classé MH;Eglise : classement par liste de 1846;;;;;;;Anciennement région de : Alsace;PA00084899;mediatheque.patrimoine@culture.gouv.fr;7.29998385271061;48.6836182463862;48.6836182463862,7.29998385271061
Blienschwiller;67;2022-03-28;67051;Grand Est;Bas-Rhin;Blienschwiller;Fontaine;place de la Metzig;2e moitié 16e siècle;1931/04/29 : inscrit MH;"Façades et toitures de la partie en pierres (cad. AB 20 (anciennement 143) ) : inscription par arrêté du 1er mars 1928 ; Façades et toitures de la partie en pans de bois (cad. 19 (anciennement 145) ) : classement par arrêté du 12 août 1936 ; Jardins (cad. 19 (anciennement 144) ) : classement par arrêté du 12 août 1936";;;;;;Metzig (place de la);Anciennement région de : Alsace;PA00084627;mediatheque.patrimoine@culture.gouv.fr;7.41824351580297;48.3414986724198;48.3414986724198,7.41824351580297
